Company Name,CIK
"KINDER MORGAN, INC.",1506307
"KINDRED HEALTHCARE, INC",1060009
"KINGOLD JEWELRY, INC.",1089531
"KINGSMEN CAPITAL GROUP, LTD",1100734
"KINGSTONE COMPANIES, INC.",33992
KINGSWAY FINANCIAL SERVICES INC,1072627
KIRBY CORP,56047
KITE REALTY GROUP TRUST,1286043
KIWA BIO-TECH PRODUCTS GROUP CORP,1159275
KKR & Co. L.P.,1404912
KKR Financial Holdings LLC,1386926
KLA TENCOR CORP,319201
KLEVER MARKETING INC,866439
KLR Energy Acquisition Corp.,1659122
"KM WEDDING EVENTS MANAGEMENT, INC.",1591768
KMP Futures Fund I LLC,1474307
KNIGHT TRANSPORTATION INC,929452
KNOLL INC,1011570
KONA GRILL INC,1265572
KOSS CORP,56701
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",1069258
KRONOS WORLDWIDE INC,1257640
"KSIX Media Holdings, Inc.",1392694
KT High-Tech Marketing Inc.,1662684
KVH INDUSTRIES INC \DE\,1007587
KYTO BIOPHARMA INC,1164888
"Kadmon Holdings, Inc.",1557142
Kama Resources Inc.,1479239
"Kandi Technologies Group, Inc.",1316517
Karyopharm Therapeutics Inc.,1503802
Kate Spade & Co,352363
"Kaya Holdings, Inc.",1530746
Kearny Financial Corp.,1617242
"Kennedy-Wilson Holdings, Inc.",1408100
Kentucky First Federal Bancorp,1297341
"Keyuan Petrochemicals, Inc.",1326396
"Kilroy Realty, L.P.",1493976
"Kimball Electronics, Inc.",1606757
Kinder Holding Corp.,1625288
"Kindred Biosciences, Inc.",1561743
KinerjaPay Corp.,1494162
"Kinsale Capital Group, Inc.",1669162
"Kite Pharma, Inc.",1510580
"Kite Realty Group, L.P.",1636315
"Kiwibox.Com, Inc.",838796
Knowles Corp,1587523
"KokiCare, Inc.",1641631
KonaRed Corp,1527355
Koo'Toor Design Inc.,1679629
Koppers Holdings Inc.,1315257
Kosmos Energy Ltd.,1509991
Kraft Heinz Co,1637459
"Kraig Biocraft Laboratories, Inc",1413119
Kraton Corp,1321646
"Kura Oncology, Inc.",1422143
L 3 COMMUNICATIONS CORP,1039101
L 3 COMMUNICATIONS HOLDINGS INC,1056239
LA JOLLA PHARMACEUTICAL CO,920465
LABORATORY CORP OF AMERICA HOLDINGS,920148
LADENBURG THALMANN FINANCIAL SERVICES INC,1029730
LAKE AREA CORN PROCESSORS LLC,1156174
"LAKE SHORE BANCORP, INC.",1341318
LAKELAND BANCORP INC,846901
LAKELAND FINANCIAL CORP,721994
LAM RESEARCH CORP,707549
LAMAR ADVERTISING CO/NEW,1090425
LAMAR MEDIA CORP/DE,899045
LANCASTER COLONY CORP,57515
LANDMARK BANCORP INC,1141688
LANDSTAR SYSTEM INC,853816
LANNETT CO INC,57725
LANTRONIX INC,1114925
LAPOLLA INDUSTRIES INC,875296
LAS VEGAS SANDS CORP,1300514
LATTICE SEMICONDUCTOR CORP,855658
LAWSON PRODUCTS INC/NEW/DE/,703604
LCNB CORP,1074902
"LD HOLDINGS, INC.",1131089
LEAP TECHNOLOGY INC / DE,110027
LEAR CORP,842162
LED Lighting Co,1502659
LEGACY RESERVES LP,1358831
LEGACY VENTURES INTERNATIONAL INC.,1616788
"LEGG MASON, INC.",704051
LEGGETT & PLATT INC,58492
LEMAITRE VASCULAR INC,1158895
LENNAR CORP /NEW/,920760
LENNOX INTERNATIONAL INC,1069202
LEPERCQ CORPORATE INCOME FUND L P,790877
LESCARDEN INC,58822
LEUCADIA NATIONAL CORP,96223
LEVEL 3 COMMUNICATIONS INC,794323
LEVI STRAUSS & CO,94845
"LEXICON PHARMACEUTICALS, INC.",1062822
LEXINGTON REALTY TRUST,910108
LEXMARK INTERNATIONAL INC /KY/,1001288
LG&E & KU Energy LLC,1518339
"LGI Homes, Inc.",1580670
LGL GROUP INC,61004
"LHC Group, Inc",1303313
LIBBEY INC,902274
LIBERTY PROPERTY LIMITED PARTNERSHIP,921113
LIBERTY PROPERTY TRUST,921112
LIBERTY SILVER CORP,1407583
LIFE STORAGE LP,1060224
"LIFE STORAGE, INC.",944314
LIFEAPPS BRANDS INC.,1510247
"LIFELOCK, INC.",1383871
"LIFEPOINT HEALTH, INC.",1301611
"LIFESTYLE MEDICAL NETWORK, INC.",1307140
"LIFETIME BRANDS, INC",874396
LIFEWAY FOODS INC,814586
LIGAND PHARMACEUTICALS INC,886163
LIGHTBRIDGE Corp,1084554
LIGHTING SCIENCE GROUP CORP,866970
LIGHTPATH TECHNOLOGIES INC,889971
LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC,1436975
"LILIS ENERGY, INC.",1437557
LILLY ELI & CO,59478
LIME ENERGY CO.,1065860
LINCOLN EDUCATIONAL SERVICES CORP,1286613
LINCOLN ELECTRIC HOLDINGS INC,59527
LINCOLN NATIONAL CORP,59558
"LINDBLAD EXPEDITIONS HOLDINGS, INC.",1512499
LINEAR TECHNOLOGY CORP /CA/,791907
"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",1407704
LINKEDIN CORP,1271024
"LINN ENERGY, LLC",1326428
LIONBRIDGE TECHNOLOGIES INC /DE/,1058299
LIONS GATE ENTERTAINMENT CORP /CN/,929351
LIQTECH INTERNATIONAL INC,1307579
LIQUIDMETAL TECHNOLOGIES INC,1141240
LITHIA MOTORS INC,1023128
LITTELFUSE INC /DE,889331
LIVEPERSON INC,1102993
"LIVING 3D HOLDINGS, INC.",93205
"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",1335105
LKA GOLD Inc /DE/,831355
LKQ CORP,1065696
"LM FUNDING AMERICA, INC.",1640384
LMI AEROSPACE INC,1059562
LOCKHEED MARTIN CORP,936468
LOEWS CORP,60086
LOGITECH INTERNATIONAL SA,1032975
LONGBAU GROUP INC,1602706
LORAL SPACE & COMMUNICATIONS INC.,1006269
"LOTON, CORP",1491419
LOUISIANA-PACIFIC CORP,60519
LOUISVILLE GAS & ELECTRIC CO /KY/,60549
"LOVE INTERNATIONAL GROUP, INC.",1605780
"LPATH, INC",1251769
LPL Financial Holdings Inc.,1397911
LSB INDUSTRIES INC,60714
"LSC Communications, Inc.",1669812
LSI INDUSTRIES INC,763532
LTC PROPERTIES INC,887905
"LUCAS ENERGY, INC.",1309082
LUCKYCOM INC,1567098
LUMINEX CORP,1033905
LUNA INNOVATIONS INC,1239819
LV Futures Fund L.P.,1428043
LYDALL INC /DE/,60977
"LZG INTERNATIONAL, INC.",1126115
La Quinta Holdings Inc.,1594617
LaSalle Hotel Properties,1053532
Ladder Capital Corp,1577670
Lake Forest Minerals Inc.,1441082
Lake Sunapee Bank Group,846931
"Landcadia Holdings, Inc.",1653247
Landmark Infrastructure Partners LP,1615346
"Lans Holdings, Inc.",1422059
"Lantheus Holdings, Inc.",1521036
"Laredo Oil, Inc.",1442492
"Laredo Petroleum, Inc.",1528129
Lark Street Acquisition Corp,1681309
Lazard Group LLC,1326141
Lazard Ltd,1311370
Lazuriton Nano Biotechnology (U.S.A.) Inc.,1666178
Leatt Corp,1456189
"Legacy Education Alliance, Inc.",1561880
"LegacyTexas Financial Group, Inc.",1487052
"Legend Oil & Gas, Ltd.",1140414
"Leidos Holdings, Inc.",1336920
LendingClub Corp,1409970
"LendingTree, Inc.",1434621
"Leo Motors, Inc.",1356564
"Lepora Holdings, Inc.",1662645
"Li3 Energy, Inc.",1334699
Liberated Syndication Inc.,1667489
Liberty Broadband Corp,1611983
"Liberty Expedia Holdings, Inc.",1669600
Liberty Global plc,1570585
Liberty Interactive Corp,1355096
Liberty Media Corp,1560385
"Liberty TripAdvisor Holdings, Inc.",1606745
"Lifeloc Technologies, Inc",1493137
Lifelogger Technologies Corp,1567771
"Lightning Gaming, Inc.",1392545
Lightstone Real Estate Income Trust Inc.,1619312
"Lightstone Value Plus Real Estate Investment Trust III, Inc.",1563756
"Lightstone Value Plus Real Estate Investment Trust, Inc.",1296884
"Lightwave Logic, Inc.",1325964
"Limbach Holdings, Inc.",1606163
"Limelight Networks, Inc.",1391127
"LinnCo, LLC",1549756
"Lion Biotechnologies, Inc.",1425205
Lipocine Inc.,1535955
Litera Group Inc,1648903
Lithium Corp,1415332
"Lithium Exploration Group, Inc.",1375576
LivaNova PLC,1639691
"Live Nation Entertainment, Inc.",1335258
"Live Oak Bancshares, Inc.",1462120
"Lockbox Link, Inc.",1613489
Lode-Star Mining Inc.,1319643
"LogMeIn, Inc.",1420302
"Logicquest Technology, Inc.",768216
Lonestar Resources US Inc.,1661920
Long Island Iced Tea Corp.,1629261
"LookSmart Group, Inc.",1641129
"Loop Industries, Inc.",1504678
Lotus Biotech Development Corp.,1520592
"Loxo Oncology, Inc.",1581720
"Lumber Liquidators Holdings, Inc.",1396033
Lumentum Holdings Inc.,1633978
Lumos Networks Corp.,1520744
"Luvu Brands, Inc.",1374567
LyondellBasell Industries N.V.,1489393
"M I Acquisitions, Inc.",1653558
M I HOMES INC,799292
M III Acquisition Corp.,1652362
M&T BANK CORP,36270
"MABVAX THERAPEUTICS HOLDINGS, INC.",1109196
MACATAWA BANK CORP,1053584
MACERICH CO,912242
MACK CALI REALTY CORP,924901
MACK CALI REALTY L P,1067063
MACKINAC FINANCIAL CORP /MI/,36506
MACROGENICS INC,1125345
MAD CATZ INTERACTIVE INC,1088162
MADISON AVE HOLDINGS INC,1284196
MADISON GAS & ELECTRIC CO,61339
"MADRIGAL PHARMACEUTICALS, INC.",1157601
MAGELLAN GOLD Corp,1515317
MAGELLAN HEALTH INC,19411
MAGELLAN MIDSTREAM PARTNERS LP,1126975
MAGELLAN PETROLEUM CORP /DE/,61398
MAGICJACK VOCALTEC LTD,1005699
MAGNA LAB INC,895464
MAGNACHIP SEMICONDUCTOR Corp,1325702
MAGNEGAS CORP,1353487
MAINSOURCE FINANCIAL GROUP,720002
"MAKINGORG, INC.",1569083
"MAM SOFTWARE GROUP, INC.",832488
MAN AHL DIVERSIFIED I LP,1052354
MAN FRM MANAGED FUTURES STRATEGIES LLC,1393359
MANAGED FUTURES PREMIER ABINGDON L.P.,1386164
MANAGED FUTURES PREMIER AVENTIS II L.P.,1325676
MANAGED FUTURES PREMIER ENERGY FUND L.P.,1057051
MANAGED FUTURES PREMIER GRAHAM L.P.,1066656
MANAGED FUTURES PREMIER WARRINGTON L.P.,1353282
MANHATTAN ASSOCIATES INC,1056696
"MANHATTAN BRIDGE CAPITAL, INC",1080340
MANHATTAN SCIENTIFICS INC,1099132
MANITOWOC CO INC,61986
MANNATECH INC,1056358
MANNKIND CORP,899460
MANTECH INTERNATIONAL CORP,892537
MARATHON OIL CORP,101778
MARCHEX INC,1224133
MARCUS CORP,62234
MARIN SOFTWARE INC,1389002
MARINE PETROLEUM TRUST,62362
MARINE PRODUCTS CORP,1129155
MARINUS PHARMACEUTICALS INC,1267813
"MARIPOSA HEALTH, INC.",1612253
MARKEL CORP,1096343
MARKETAXESS HOLDINGS INC,1278021
MARLIN BUSINESS SERVICES CORP,1260968
MARRIOTT INTERNATIONAL INC /MD/,1048286
MARRIOTT VACATIONS WORLDWIDE Corp,1524358
MARRONE BIO INNOVATIONS INC,1441693
"MARSH & MCLENNAN COMPANIES, INC.",62709
MARTEN TRANSPORT LTD,799167
MARTIN MARIETTA MATERIALS INC,916076
MARTIN MIDSTREAM PARTNERS LP,1176334
MASCO CORP /DE/,62996
MASCOTA RESOURCES CORP.,1536089
MASIMO CORP,937556
MASONITE INTERNATIONAL CORP,893691
MASTEC INC,15615
MATEON THERAPEUTICS INC,908259
MATERION Corp,1104657
MATRIX SERVICE CO,866273
MATTEL INC /DE/,63276
MAUI LAND & PINEAPPLE CO INC,63330
MAXIM INTEGRATED PRODUCTS INC,743316
MAXLINEAR INC,1288469
MAXWELL TECHNOLOGIES INC,319815
MB Bancorp Inc,1617291
MB FINANCIAL INC /MD,1139812
MBC FUNDING II CORP.,1664740
MBIA INC,814585
MBT FINANCIAL CORP,1118237
"MCBC Holdings, Inc.",1638290
MCCLATCHY CO,1056087
MCCORMICK & CO INC,63754
MCDERMOTT INTERNATIONAL INC,708819
MCDONALDS CORP,63908
MCGRATH RENTCORP,752714
MCKESSON CORP,927653
"MCPI, INC.",1516559
MDC HOLDINGS INC,773141
MDC PARTNERS INC,876883
MDS ENERGY PUBLIC 2013-A LP,1551390
MDU RESOURCES GROUP INC,67716
ME Renewable Power Corp,1627452
MECHANICAL TECHNOLOGY INC,64463
MED SPA VACATIONS INC.,1671077
MEDALLION FINANCIAL CORP,1000209
"MEDGENICS, INC.",1138776
MEDIA GENERAL INC,216539
MEDIACOM BROADBAND CORP,1161366
MEDIACOM BROADBAND LLC,1161364
MEDIACOM CAPITAL CORP,1064117
MEDIACOM LLC,1064116
MEDICAL IMAGING CORP.,1370804
"MEDICAL INNOVATION HOLDINGS, INC.",1093248
MEDICAL INTERNATIONAL TECHNOLOGY INC,1112372
MEDICAL PROPERTIES TRUST INC,1287865
"MEDICAL TRANSCRIPTION BILLING, CORP",1582982
MEDICINES CO /DE,1113481
MEDICINOVA INC,1226616
MEDIFAST INC,910329
MEDIZONE INTERNATIONAL INC,753772
MEDLEY MANAGEMENT INC.,1611110
"MEDNAX, INC.",893949
MEDRESPONSE CORP.,1600750
"MEI Pharma, Inc.",1262104
MENDOCINO BREWING CO INC,919134
MERCADOLIBRE INC,1099590
MERCANTILE BANK CORP,1042729
MERCARI COMMUNICATIONS GROUP LTD,835662
MERCER INTERNATIONAL INC.,1333274
MERCHANTS BANCSHARES INC,726517
MERCURY GENERAL CORP,64996
MERCURY SYSTEMS INC,1049521
MEREDITH CORP,65011
MERIT MEDICAL SYSTEMS INC,856982
MERRIMACK PHARMACEUTICALS INC,1274792
MESA LABORATORIES INC /CO,724004
MESA ROYALTY TRUST/TX,313364
"METABOLIX, INC.",1121702
METLIFE INC,1099219
METROPOLITAN LIFE INSURANCE CO,937834
METTLER TOLEDO INTERNATIONAL INC/,1037646
MEWBOURNE ENERGY PARTNERS 03-A LP,1170797
MEWBOURNE ENERGY PARTNERS 04-A LP,1282400
MEWBOURNE ENERGY PARTNERS 05-A LP,1282723
MEWBOURNE ENERGY PARTNERS 08-A LP,1436942
"MEWBOURNE ENERGY PARTNERS 09-A, L.P.",1462103
MEXCO ENERGY CORP,66418
"MFA FINANCIAL, INC.",1055160
MGE ENERGY INC,1161728
MGIC INVESTMENT CORP,876437
MGM Growth Properties LLC,1656936
MGM Resorts International,789570
MGP INGREDIENTS INC,835011
MGT CAPITAL INVESTMENTS INC,1001601
MICROCHIP TECHNOLOGY INC,827054
"MICRONET ENERTEC TECHNOLOGIES, INC.",854800
MICROPAC INDUSTRIES INC,65759
MICROSOFT CORP,789019
MICROSTRATEGY INC,1050446
"MICROVISION, INC.",65770
MID AMERICA APARTMENT COMMUNITIES INC,912595
MID PENN BANCORP INC,879635
MIDAMERICAN ENERGY CO,928576
MIDAMERICAN FUNDING LLC,1098296
MIDDLEBURG FINANCIAL CORP,914138
MIDDLEBY CORP,769520
MIDDLEFIELD BANC CORP,836147
MIDDLESEX WATER CO,66004
MIDSOUTH BANCORP INC,745981
MIDWEST HOLDING INC.,355379
MIKROS SYSTEMS CORP,317340
MILESTONE SCIENTIFIC INC.,855683
MILLER HERMAN INC,66382
MILLER INDUSTRIES INC /TN/,924822
MILLS MUSIC TRUST,66496
"MIMEDX GROUP, INC.",1376339
"MINDBODY, Inc.",1458962
MINERALS TECHNOLOGIES INC,891014
"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",944130
MINN SHARES INC,728447
"MIRAMAR LABS, INC.",1586727
MISSION BROADCASTING INC,1142412
MISSISSIPPI POWER CO,66904
MITEL NETWORKS CORP,1170534
MITU Resources Inc.,1609880
"MJ Holdings, Inc.",1456857
MJP INTERNATIONAL LTD.,1575420
MKS INSTRUMENTS INC,1049502
ML BlueTrend FuturesAccess LLC,1471270
ML SELECT FUTURES I LP,1100878
ML Winton FuturesAccess LLC,1309136
"MMA CAPITAL MANAGEMENT, LLC",1003201
MMEX Resources Corp,1440799
"MMRGlobal, Inc.",1285701
MOBILE MINI INC,911109
"MOBILEIRON, INC.",1470099
MOBIVITY HOLDINGS CORP.,1447380
MOCON INC,67279
MODINE MANUFACTURING CO,67347
MOHAWK INDUSTRIES INC,851968
MOLINA HEALTHCARE INC,1179929
MOLSON COORS BREWING CO,24545
MOMENTA PHARMACEUTICALS INC,1235010
MOMENTOUS ENTERTAINMENT GROUP INC,1602381
MOMENTOUS HOLDINGS CORP.,1653876
MON SPACE NET INC.,1670538
MONARCH CASINO & RESORT INC,907242
MONEYGRAM INTERNATIONAL INC,1273931
MONITRONICS INTERNATIONAL INC,1265107
MONOLITHIC POWER SYSTEMS INC,1280452
MONRO MUFFLER BRAKE INC,876427
MONROE CAPITAL Corp,1512931
"MONSTER WORLDWIDE, INC.",1020416
MOODYS CORP /DE/,1059556
MORGAN GROUP HOLDING CO,1162283
MORGAN STANLEY,895421
MORGAN STANLEY SMITH BARNEY CHARTER ASPECT L.P.,914747
MORGAN STANLEY SMITH BARNEY CHARTER CAMPBELL LP,1169749
MORGAN STANLEY SMITH BARNEY CHARTER WNT L.P.,1066658
MORGAN STANLEY SMITH BARNEY SPECTRUM CURRENCY & COMMODITY L.,1097396
MORGAN STANLEY SMITH BARNEY SPECTRUM SELECT LP,873799
MORGAN STANLEY SMITH BARNEY SPECTRUM STRATEGIC LP,925263
MORGAN STANLEY SMITH BARNEY SPECTRUM TECHNICAL LP,925306
MOSAIC CO,1285785
MOTIVATING THE MASSES INC,1107796
MOTORCAR PARTS AMERICA INC,918251
MOVADO GROUP INC,72573
MPLX LP,1552000
MPM Holdings Inc.,1624826
"MPT Operating Partnership, L.P.",1524607
MQ MEDICAL TECHNOLOGIES Corp,1644867
MRC GLOBAL INC.,1439095
"MRI INTERVENTIONS, INC.",1285550
MRV COMMUNICATIONS INC,887969
MSA Safety Inc,66570
MSB FINANCIAL CORP,1635261
MSCI Inc.,1408198
MSG NETWORKS INC.,1469372
MTGE Investment Corp.,1516973
MUELLER INDUSTRIES INC,89439
MUFG Americas Holdings Corp,1011659
"MULLAN AGRITECH, INC.",1629665
MULTI COLOR Corp,819220
MURPHY OIL CORP /DE,717423
MUSIC OF YOUR LIFE INC,1434601
"MUSTANG BIO, INC.",1680048
MUTUALFIRST FINANCIAL INC,1094810
MV Oil Trust,1371782
MVB FINANCIAL CORP,1277902
"MVP REIT II, Inc.",1642985
"MVP REIT, Inc.",1546609
"MW Bancorp, Inc.",1600065
MYERS INDUSTRIES INC,69488
MYMETICS CORP,927761
MYOS RENS TECHNOLOGY INC.,1402479
MYR GROUP INC.,700923
MYRIAD GENETICS INC,899923
"Macquarie Equipment Leasing Fund, LLC",1446714
Macquarie Infrastructure Corp,1289790
Madison Square Garden Co,1636519
Madison Technologies Inc.,1318268
Madison Ventures Inc.,1575975
"Maiden Holdings, Ltd.",1412100
Main Street Capital CORP,1396440
Majesco,1626853
Makh Group Corp.,1657045
Makkanotti Group Corp.,1643301
"Malibu Boats, Inc.",1590976
"Mammoth Energy Services, Inc.",1679268
Managed Futures Premier Energy Fund L.P. II,1227268
Managed Futures Premier Macro L.P.,1504886
"Manasota Group, Inc.",1074458
"Manitex International, Inc.",1302028
"Manitowoc Foodservice, Inc.",1650962
"Manning & Napier, Inc.",1524223
ManpowerGroup Inc.,871763
"Maple Tree Kids, Inc.",1590496
"Marathon Patent Group, Inc.",1507605
Marathon Petroleum Corp,1510295
"Marcus & Millichap, Inc.",1578732
"Marina Biotech, Inc.",737207
"MassRoots, Inc.",1589149
"Mast Therapeutics, Inc.",1160308
"Mastech Digital, Inc.",1437226
Mastercard Inc,1141391
Matador Resources Co,1520006
"Match Group, Inc.",1575189
"Matinas BioPharma Holdings, Inc.",1582554
"Matson, Inc.",3453
Mattersight Corp,1094348
Max Sound Corp,1353499
"MaxPoint Interactive, Inc.",1611231
McEwen Mining Inc.,314203
"McorpCX, Inc.",1535079
Mead Johnson Nutrition Co,1452575
"MedEquities Realty Trust, Inc.",1616314
"Medbook World, Inc",1478259
Media Analytics Corp,1518171
Median Group Inc,1211211
"Medical Information Technology, Inc.",1011452
"Medicine Man Technologies, Inc.",1622879
Medico International Inc.,1658432
"Medidata Solutions, Inc.",1453814
"Medifirst Solutions, Inc.",1522704
"Medite Cancer Diagnostics, Inc.",75439
Medley LLC,1536577
Medovex Corp.,1591165
"Medpace Holdings, Inc.",1668397
"MeetMe, Inc.",1078099
Meganet Corp,1527795
"Mellanox Technologies, Ltd.",1356104
"Melrose Bancorp, Inc.",1600890
Memorial Production Partners LP,1521847
"Mentor Capital, Inc.",1599117
"Merck & Co., Inc.",310158
"Meridian Bancorp, Inc.",1600125
"Meridian Waste Solutions, Inc.",949721
Meritage Futures Fund L.P.,1428042
Meritage Homes CORP,833079
MetLife Insurance Co USA,733076
"MetaStat, Inc.",1404943
Metaldyne Performance Group Inc.,1616817
"Mewbourne Energy Partners 06-A, L.P.",1353722
"Mewbourne Energy Partners 07-A, L.P.",1353748
"Mewbourne Energy Partners 10-A, L.P.",1491262
Mexus Gold US,1355677
Michael Kors Holdings Ltd,1530721
Microphase Corp,1574969
"Mid-America Apartments, L.P.",1581776
"Mid-Con Energy Partners, LP",1527709
"MidWestOne Financial Group, Inc.",1412665
"Midcoast Energy Partners, L.P.",1578685
"Midland States Bancorp, Inc.",1466026
"Midstates Petroleum Company, Inc.",1533924
Midwest Energy Emissions Corp.,728385
Milacron Holdings Corp.,1637913
"Mill City Ventures III, Ltd",1425355
Millburn Multi-Markets Fund L.P.,1468910
"Minerva Neurosciences, Inc.",1598646
"Mirati Therapeutics, Inc.",1576263
"Mirna Therapeutics, Inc.",1527599
"Mistras Group, Inc.",1436126
"MoSys, Inc.",890394
"MobileSmith, Inc.",1113513
Modern Round Entertainment Corp,1609319
Modsys International Ltd,1029581
Moelis & Co,1596967
"Mojo Organics, Inc.",1414953
"Moleculin Biotech, Inc.",1659617
Momentive Performance Materials Inc.,1405041
"Moms Online, Inc.",1619174
"Monaker Group, Inc.",1372183
"Mondelez International, Inc.",1103982
"MoneyOnMobile, Inc.",1414628
"Monogram Residential Trust, Inc.",1384710
Monotype Imaging Holdings Inc.,1385292
Monster Beverage Corp,865752
"Monster Digital, Inc.",1551986
"Moody National REIT I, Inc.",1424879
"Moody National REIT II, Inc.",1615222
Morgans Hotel Group Co.,1342126
"Morningstar, Inc.",1289419
"Motorola Solutions, Inc.",68505
Motors Liquidation Co,40730
"Mount TAM Biotechnologies, Inc.",1589361
Mountain High Acquisitions Corp.,1507181
Multi Packaging Solutions International Ltd,1645926
Murphy USA Inc.,1573516
MusclePharm Corp,1415684
"My Cloudz, Inc.",1629205
"My Size, Inc.",1211805
"MyDx, Inc.",1582341
Mylan N.V.,1623613
MyoKardia Inc,1552451
N-VIRO INTERNATIONAL CORP,904896
NABORS INDUSTRIES LTD,1163739
"NABUfit Global, Inc.",726293
NACCO INDUSTRIES INC,789933
NANOMETRICS INC,704532
NANOPHASE TECHNOLOGIES Corp,883107
"NANOVIRICIDES, INC.",1379006
"NAPCO SECURITY TECHNOLOGIES, INC",69633
"NASDAQ, INC.",1120193
NATHANS FAMOUS INC,69733
NATION ENERGY INC,1081183
NATIONAL BANKSHARES INC,796534
NATIONAL HEALTH INVESTORS INC,877860
NATIONAL HEALTHCARE CORP,1047335
NATIONAL INSTRUMENTS CORP,935494
NATIONAL OILWELL VARCO INC,1021860
NATIONAL PRESTO INDUSTRIES INC,80172
NATIONAL RESEARCH CORP,70487
"NATIONAL RETAIL PROPERTIES, INC.",751364
NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,70502
NATIONAL SECURITY GROUP INC,865058
NATURAL ALTERNATIVES INTERNATIONAL INC,787253
NATURAL GAS SERVICES GROUP INC,1084991
NATURAL HEALTH TRENDS CORP,912061
NATURAL RESOURCE PARTNERS LP,1171486
NATURES SUNSHINE PRODUCTS INC,275053
NATUS MEDICAL INC,878526
"NAUTILUS, INC.",1078207
"NAVIDEA BIOPHARMACEUTICALS, INC.",810509
NAVIENT CORP,1593538
NAVIGANT CONSULTING INC,1019737
NAVIGATORS GROUP INC,793547
"NBCUniversal Media, LLC",902739
NBT BANCORP INC,790359
"NCI, Inc.",1334478
NCL CORP Ltd.,1318742
NCR CORP,70866
NEKTAR THERAPEUTICS,906709
NELNET INC,1258602
NEOGENOMICS INC,1077183
NEOPHOTONICS CORP,1227025
NEPHROS INC,1196298
NESTOR PARTNERS,888471
NET 1 UEPS TECHNOLOGIES INC,1041514
NETFLIX INC,1065280
"NETGEAR, INC",1122904
NETLIST INC,1282631
"NETREIT, INC.",1080657
NETSCOUT SYSTEMS INC,1078075
NETSOL TECHNOLOGIES INC,1039280
NETSUITE INC,1117106
NETWORK 1 TECHNOLOGIES INC,1065078
"NEULION, INC.",1387713
NEUROCRINE BIOSCIENCES INC,914475
NEUSTAR INC,1265888
NEUTRA CORP.,1512886
NEVADA CLASSIC THOROUGHBREDS INC,1128383
NEVADA POWER CO,71180
NEVRO CORP,1444380
NEW ASIA ENERGY INC.,1454510
NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,746514
NEW JERSEY MINING CO,1030192
NEW PEOPLES BANKSHARES INC,1163389
"NEW RELIC, INC.",1448056
NEW ULM TELECOM INC,71557
NEW YORK COMMUNITY BANCORP INC,910073
NEW YORK GLOBAL INNOVATIONS INC.,1062128
NEW YORK MORTGAGE TRUST INC,1273685
NEW YORK TIMES CO,71691
NEWCASTLE INVESTMENT CORP,1175483
NEWELL BRANDS INC,814453
NEWFIELD EXPLORATION CO /DE/,912750
NEWLINK GENETICS CORP,1126234
NEWMARKET CORP,1282637
NEWMONT MINING CORP /DE/,1164727
NEWPARK RESOURCES INC,71829
NEWS CORP,1564708
NEWTOWN LANE MARKETING INC,1353538
NEXEON MEDSYSTEMS INC,1416172
NEXGEN APPLIED SOLUTIONS INC,1376316
NEXSTAR BROADCASTING GROUP INC,1142417
"NEXT GROUP HOLDINGS, INC.",1424657
NEXTERA ENERGY INC,753308
NEXUS BIOPHARMA INC,1424151
NF Energy Saving Corp,1213660
NF Investment Corp.,1561528
NGL Energy Partners LP,1504461
NIC INC,1065332
NICHOLAS FINANCIAL INC,1000045
NICOLET BANKSHARES INC,1174850
NII HOLDINGS INC,1037016
NIKE INC,320187
NIOCORP DEVELOPMENTS LTD,1512228
NISOURCE INC/DE,1111711
NL INDUSTRIES INC,72162
"NMI Holdings, Inc.",1547903
NN INC,918541
NOBLE CORP,1169055
NOBLE ENERGY INC,72207
NOBLE ROMANS INC,709005
NOCOPI TECHNOLOGIES INC/MD/,888981
NOODLES & Co,1275158
NORFOLK SOUTHERN CORP,702165
NORTECH SYSTEMS INC,722313
NORTHEAST BANCORP /ME/,811831
"NORTHERN OIL & GAS, INC.",1104485
NORTHERN STATES POWER CO,1123852
NORTHERN STATES POWER CO /WI/,72909
NORTHERN TRUST CORP,73124
NORTHRIM BANCORP INC,1163370
NORTHROP GRUMMAN CORP /DE/,1133421
"NORTHSIGHT CAPITAL, INC.",1439397
NORTHSTAR ELECTRONICS INC,1082027
NORTHSTAR REALTY FINANCE CORP.,1273801
NORTHWEST BIOTHERAPEUTICS INC,1072379
NORTHWEST INDIANA BANCORP,919864
NORTHWEST NATURAL GAS CO,73020
NORTHWEST PIPE CO,1001385
NORTHWEST PIPELINE LLC,110019
NORTHWESTERN CORP,73088
NORWOOD FINANCIAL CORP,1013272
NOVA STAR INNOVATIONS INC,1160945
NOVAGOLD RESOURCES INC,1173420
NOVANTA INC,1076930
NOVATEL WIRELESS INC,1022652
"NOVATION COMPANIES, INC.",1025953
NOVAVAX INC,1000694
NOW Inc.,1599617
"NPC Restaurant Holdings, LLC",1548621
